,title,price,link
325,acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹1,48,390",/acer-predator-helios-300-core-i9-11th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-360-hz-ph315-54-gaming-laptop/p/itmd71aac320ff3e?pid=COMGBWPJRJSF43UR&lid=LSTCOMGBWPJRJSF43URMEP1FG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_14_326&otracker=search&fm=organic&iid=dadda966-58b6-4f54-a917-25a68094edee.COMGBWPJRJSF43UR.SEARCH&ppt=None&ppn=None&ssid=ga02bbrrgg0000001665210930873&qH=c06ea84a1e3dc3c6
326,HP Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) 14s-fq0568AU Thin and Light Laptop,"₹25,899",/hp-athlon-dual-core-3050u-8-gb-256-gb-ssd-windows-11-home-14s-fq0568au-thin-light-laptop/p/itm69710a61fcfdf?pid=COMGG63HHFBZ2BZP&lid=LSTCOMGG63HHFBZ2BZPO05AZF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_14_327&otracker=search&fm=organic&iid=dadda966-58b6-4f54-a917-25a68094edee.COMGG63HHFBZ2BZP.SEARCH&ppt=None&ppn=None&ssid=ga02bbrrgg0000001665210930873&qH=c06ea84a1e3dc3c6
327,HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹79,190",/hp-victus-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-15-fb0051ax-gaming-laptop/p/itmc4f9ff03cfce3?pid=COMGGYEBMHTFBDJA&lid=LSTCOMGGYEBMHTFBDJAZFAHA4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_14_328&otracker=search&fm=organic&iid=dadda966-58b6-4f54-a917-25a68094edee.COMGGYEBMHTFBDJA.SEARCH&ppt=None&ppn=None&ssid=ga02bbrrgg0000001665210930873&qH=c06ea84a1e3dc3c6
328,ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom...,"₹1,94,890",/asus-rog-strix-g15-2022-90whr-battery-ryzen-9-octa-core-6900hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-g513rw-hq149ws-gaming-laptop/p/itm2b5d49e22f6d9?pid=COMGGYY3N2EDFETT&lid=LSTCOMGGYY3N2EDFETTPOYGDA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_14_329&otracker=search&fm=organic&iid=dadda966-58b6-4f54-a917-25a68094edee.COMGGYY3N2EDFETT.SEARCH&ppt=None&ppn=None&ssid=ga02bbrrgg0000001665210930873&qH=c06ea84a1e3dc3c6
329,DELL Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,"₹1,02,890",/dell-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-g15-5515-gaming-laptop/p/itmd45802d35a14f?pid=COMGBHZB5AMUJ6DA&lid=LSTCOMGBHZB5AMUJ6DAM07PW8&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_14_330&otracker=search&fm=organic&iid=dadda966-58b6-4f54-a917-25a68094edee.COMGBHZB5AMUJ6DA.SEARCH&ppt=None&ppn=None&ssid=ga02bbrrgg0000001665210930873&qH=c06ea84a1e3dc3c6
330,ASUS VivoBook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X413EA-EB321WS Thin...,"₹43,890",/asus-vivobook-ultra-14-2022-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-x413ea-eb321ws-thin-light-laptop/p/itm6615e01e4f7d0?pid=COMG87FFW6EN4SUY&lid=LSTCOMG87FFW6EN4SUYHOD3GI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_14_331&otracker=search&fm=organic&iid=dadda966-58b6-4f54-a917-25a68094edee.COMG87FFW6EN4SUY.SEARCH&ppt=None&ppn=None&ssid=ga02bbrrgg0000001665210930873&qH=c06ea84a1e3dc3c6
331,DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 351...,"₹42,005",/dell-inspiron-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-2-graphics-3511-thin-light-laptop/p/itm540ceb214fe09?pid=COMG9NYD7AEZNC5G&lid=LSTCOMG9NYD7AEZNC5GXI9ADA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_14_332&otracker=search&fm=organic&iid=dadda966-58b6-4f54-a917-25a68094edee.COMG9NYD7AEZNC5G.SEARCH&ppt=None&ppn=None&ssid=ga02bbrrgg0000001665210930873&qH=c06ea84a1e3dc3c6
332,ASUS Zenbook Pro 14 Duo OLED (2022) Touch Panel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX...,"₹1,69,890",/asus-zenbook-pro-14-duo-oled-2022-touch-panel-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-ux8402za-lm711ws-thin-light-laptop/p/itmd4c932c6b10f8?pid=COMGGBGRD446GV3X&lid=LSTCOMGGBGRD446GV3XBEG6GC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_14_333&otracker=search&fm=organic&iid=dadda966-58b6-4f54-a917-25a68094edee.COMGGBGRD446GV3X.SEARCH&ppt=None&ppn=None&ssid=ga02bbrrgg0000001665210930873&qH=c06ea84a1e3dc3c6
333,HP Victus Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 1...,"₹71,890",/hp-victus-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15-fa0165tx-gaming-laptop/p/itm6598f02f290f3?pid=COMGGYEBXHZCJXGE&lid=LSTCOMGGYEBXHZCJXGEY8ADOZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_14_334&otracker=search&fm=organic&iid=dadda966-58b6-4f54-a917-25a68094edee.COMGGYEBXHZCJXGE.SEARCH&ppt=None&ppn=None&ssid=ga02bbrrgg0000001665210930873&qH=c06ea84a1e3dc3c6
334,HP OMEN Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,"₹98,890",/hp-omen-ryzen-7-octa-core-amd-r7-5800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050ti-16-c0138ax-gaming-laptop/p/itmb687d9c87a4c3?pid=COMGBHZB9KWHERHT&lid=LSTCOMGBHZB9KWHERHTHJQ6M3&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_14_335&otracker=search&fm=organic&iid=dadda966-58b6-4f54-a917-25a68094edee.COMGBHZB9KWHERHT.SEARCH&ppt=None&ppn=None&ssid=ga02bbrrgg0000001665210930873&qH=c06ea84a1e3dc3c6
335,APPLE 2021 Macbook Pro M1 Pro - (16 GB/512 GB SSD/Mac OS Monterey) MK183HN/A,"₹2,27,890",/apple-2021-macbook-pro-m1-16-gb-512-gb-ssd-mac-os-monterey-mk183hn-a/p/itm50d993356f048?pid=COMG7X7HZZC4ZGDW&lid=LSTCOMG7X7HZZC4ZGDWMYHISA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_14_336&otracker=search&fm=organic&iid=dadda966-58b6-4f54-a917-25a68094edee.COMG7X7HZZC4ZGDW.SEARCH&ppt=None&ppn=None&ssid=ga02bbrrgg0000001665210930873&qH=c06ea84a1e3dc3c6
336,acer Aspire 3 Dual Core 3020e - (4 GB/256 GB SSD/Windows 11 Home) A314-22 Laptop,"₹21,890",/acer-aspire-3-dual-core-3020e-4-gb-256-gb-ssd-windows-11-home-a314-22-laptop/p/itm07e718a865608?pid=COMGBNUMF8CDJZFH&lid=LSTCOMGBNUMF8CDJZFHVNFSHE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_337&otracker=search&fm=organic&iid=en_Rpmv%2BEZjDq2ryFlrzGxAFrwX2jiSFQTBN7VUV3E23AyBCR%2Fn7Il%2BGfrat4NpyVNEFXuZ9FCqywavLb%2B8qN9sag%3D%3D&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
337,ASUS Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) X415JA-BV302WS Thin and Light Laptop,"₹26,890",/asus-core-i3-10th-gen-8-gb-1-tb-hdd-windows-11-home-x415ja-bv302ws-thin-light-laptop/p/itmfcf79816824c3?pid=COMGGH43MGBT7ZZX&lid=LSTCOMGGH43MGBT7ZZXUKP4EJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_338&otracker=search&fm=organic&iid=en_Rpmv%2BEZjDq2ryFlrzGxAFrwX2jiSFQTBN7VUV3E23Ax3wObKjtGcBD0gorDCzTX75FNkr3lG2BFdWCjTDJnmFw%3D%3D&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
338,DELL Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RT...,"₹75,890",/dell-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-g15-5515-gaming-laptop/p/itmb14d1cbc2f2fe?pid=COMGCNDPPQPTKCMN&lid=LSTCOMGCNDPPQPTKCMNELPPP8&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_339&otracker=search&fm=organic&iid=6b17761a-d6cc-45f1-917c-ecdd3fa2d355.COMGCNDPPQPTKCMN.SEARCH&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
339,MSI Prestige 14 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Prestige 14Evo A11M-62...,"₹64,890",/msi-prestige-14-intel-evo-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-14evo-a11m-624in-thin-light-laptop/p/itmb81d123f71326?pid=COMG5AYMDY4WBVWP&lid=LSTCOMG5AYMDY4WBVWP178BXZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_340&otracker=search&fm=organic&iid=6b17761a-d6cc-45f1-917c-ecdd3fa2d355.COMG5AYMDY4WBVWP.SEARCH&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
340,ASUS Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-DM101T Laptop,"₹21,890",/asus-pentium-quad-core-4-gb-1-tb-hdd-windows-10-home-x543ma-dm101t-laptop/p/itm5d3b4646a6abb?pid=COMFUXREZ5ADCVK6&lid=LSTCOMFUXREZ5ADCVK67XCLSO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_341&otracker=search&fm=organic&iid=en_Rpmv%2BEZjDq2ryFlrzGxAFrwX2jiSFQTBN7VUV3E23AxpR2Fe2B%2FWCScVhvgpQi0iK4uoBJBHkAZxHe2KE41kpQ%3D%3D&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
341,RedmiBook 15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop,"₹27,890",/redmibook-15-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-thin-light-laptop/p/itm302328cdf5e24?pid=COMG4Z35GKZTRDSF&lid=LSTCOMG4Z35GKZTRDSFFNBHAW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_342&otracker=search&fm=organic&iid=en_Rpmv%2BEZjDq2ryFlrzGxAFrwX2jiSFQTBN7VUV3E23Aw%2BhSRoe6%2F7V5I0eaSwExue1D9TlixmxDbp9OrVbmz%2BCQ%3D%3D&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
342,MSI Katana GF66 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹85,890",/msi-katana-gf66-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-144-hz-12ud-472in-gaming-laptop/p/itm0f7beb23c3a47?pid=COMGEY8WAEQYU5ZP&lid=LSTCOMGEY8WAEQYU5ZPXVBGRT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_343&otracker=search&fm=organic&iid=6b17761a-d6cc-45f1-917c-ecdd3fa2d355.COMGEY8WAEQYU5ZP.SEARCH&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
343,"DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3510, X9K0T Thin and ...","₹41,690",/dell-vostro-core-i3-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3510-x9k0t-thin-light-laptop/p/itmdb0953094ba84?pid=COMGBP5FEFEWGNZZ&lid=LSTCOMGBP5FEFEWGNZZAMVCPR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_344&otracker=search&fm=organic&iid=6b17761a-d6cc-45f1-917c-ecdd3fa2d355.COMGBP5FEFEWGNZZ.SEARCH&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
344,HP Pavilion Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Light Laptop,"₹68,899",/hp-pavilion-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-14-dv2014tu-thin-light-laptop/p/itmf2da8088aa614?pid=COMGEG3ZNYZDAYVJ&lid=LSTCOMGEG3ZNYZDAYVJNYHV3Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_345&otracker=search&fm=organic&iid=6b17761a-d6cc-45f1-917c-ecdd3fa2d355.COMGEG3ZNYZDAYVJ.SEARCH&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
345,ASUS Core i3 12th Gen - (8 GB/256 GB SSD/Windows 11 Home) X1402ZA-EK391WS Laptop,"₹43,890",/asus-core-i3-12th-gen-8-gb-256-gb-ssd-windows-11-home-x1402za-ek391ws-laptop/p/itmd1f8b02506cf5?pid=COMGDGNFEEZPU4G3&lid=LSTCOMGDGNFEEZPU4G3T4ZSWZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_346&otracker=search&fm=organic&iid=6b17761a-d6cc-45f1-917c-ecdd3fa2d355.COMGDGNFEEZPU4G3.SEARCH&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
346,Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹48,890",/lenovo-ideapad-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4RSEPODX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_347&otracker=search&fm=organic&iid=en_Rpmv%2BEZjDq2ryFlrzGxAFrwX2jiSFQTBN7VUV3E23AyBhAJ7QyNPVuVXe%2B1sDhvYck3d4PEFBpcJrBfGKQ27lA%3D%3D&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
347,ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹54,890",/asus-tuf-gaming-a15-ryzen-5-hexa-core-amd-r5-4600h-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-gtx-1650-144-hz-fa506ihrz-hn112w-laptop/p/itm20d472c5059c0?pid=COMGGJZFJRZY45WX&lid=LSTCOMGGJZFJRZY45WXD02LFG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_348&otracker=search&fm=organic&iid=en_Rpmv%2BEZjDq2ryFlrzGxAFrwX2jiSFQTBN7VUV3E23AzNlDIkRMx%2FJ%2FCf4SWQG7zQlvnsMR%2BgyEz70ecVcm2o%2FA%3D%3D&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
348,Lenovo IdeaPad 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 15IML05 Thin and L...,"₹52,790",/lenovo-ideapad-3-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-15iml05-thin-light-laptop/p/itm973360e25e819?pid=COMG6AKVSTDTYTEV&lid=LSTCOMG6AKVSTDTYTEVPIBMGE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_349&otracker=search&fm=organic&iid=6b17761a-d6cc-45f1-917c-ecdd3fa2d355.COMG6AKVSTDTYTEV.SEARCH&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
349,acer Aspire 5 Ryzen 5 Hexa Core AMD Ryzen 5-5500U hexa-core - (8 GB/512 GB SSD/Windows 10 Home) A515-4...,"₹55,890",/acer-aspire-5-ryzen-hexa-core-amd-5-5500u-hexa-core-8-gb-512-gb-ssd-windows-10-home-a515-45-thin-light-laptop/p/itm5af53ffa1b2a3?pid=COMG56TFUUJ874XG&lid=LSTCOMG56TFUUJ874XGMQ0ZMZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_350&otracker=search&fm=organic&iid=6b17761a-d6cc-45f1-917c-ecdd3fa2d355.COMG56TFUUJ874XG.SEARCH&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
350,ASUS Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-GQ1020T Laptop,"₹21,890",/asus-pentium-quad-core-4-gb-1-tb-hdd-windows-10-home-x543ma-gq1020t-laptop/p/itmc21cd172b84ea?pid=COMFSKF9DHVPZCYZ&lid=LSTCOMFSKF9DHVPZCYZNBE0MA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_351&otracker=search&fm=organic&iid=en_Rpmv%2BEZjDq2ryFlrzGxAFrwX2jiSFQTBN7VUV3E23Ax2GU20LwpAFeXlA4Jigvatx2wDpycj5vdRZ8GouKDeXw%3D%3D&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
351,HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-ey1508AU Thin and Light Laptop,"₹28,399",/hp-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-15s-ey1508au-thin-light-laptop/p/itmec2f587ddbf77?pid=COMGFPH2ZWTDZHK6&lid=LSTCOMGFPH2ZWTDZHK6AEG0YB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_352&otracker=search&fm=organic&iid=en_Rpmv%2BEZjDq2ryFlrzGxAFrwX2jiSFQTBN7VUV3E23AwqrexRcMNDpcwTKt3%2F%2FJXmoRlfUrtQxkysNV15o1HEaw%3D%3D&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
352,acer Aspire 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-58 Notebook,"₹42,890",/acer-aspire-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-a315-58-notebook/p/itm9828feade766f?pid=COMGBNUHTWZKVHNF&lid=LSTCOMGBNUHTWZKVHNF3QTSLV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_353&otracker=search&fm=organic&iid=6b17761a-d6cc-45f1-917c-ecdd3fa2d355.COMGBNUHTWZKVHNF.SEARCH&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
353,MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,"₹58,390",/msi-bravo-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-10-home-4-graphics-amd-radeon-rx5500m-144-hz-15-b5dd-043in-gaming-laptop/p/itm911d8ad8fe264?pid=COMG483FGGG3QREK&lid=LSTCOMG483FGGG3QREKAUTCYO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_354&otracker=search&fm=organic&iid=6b17761a-d6cc-45f1-917c-ecdd3fa2d355.COMG483FGGG3QREK.SEARCH&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
354,APPLE MacBook Air Core i5 5th Gen - (8 GB/128 GB SSD/Mac OS Sierra) MQD32HN/A,"₹73,390",/apple-macbook-air-core-i5-5th-gen-8-gb-128-gb-ssd-mac-os-sierra-mqd32hn-a/p/itm0602f520428ca?pid=COMEVCPQBXBDFJ8C&lid=LSTCOMEVCPQBXBDFJ8CBM9RP1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_355&otracker=search&fm=organic&iid=6b17761a-d6cc-45f1-917c-ecdd3fa2d355.COMEVCPQBXBDFJ8C.SEARCH&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
355,DELL Vostro Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,"₹35,957",/dell-vostro-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-3401-thin-light-laptop/p/itmc642d8d7baaf4?pid=COMGYCG8HYX7CGQE&lid=LSTCOMGYCG8HYX7CGQEB6FI6Y&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_356&otracker=search&fm=organic&iid=6b17761a-d6cc-45f1-917c-ecdd3fa2d355.COMGYCG8HYX7CGQE.SEARCH&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
356,Lenovo IdeaPad 1 Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) 11IGL05 Thin and Light Laptop,"₹21,890",/lenovo-ideapad-1-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-11igl05-thin-light-laptop/p/itm56e1f06112b0d?pid=COMGCFNZASDRTZAU&lid=LSTCOMGCFNZASDRTZAURTHFHX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_357&otracker=search&fm=organic&iid=en_Rpmv%2BEZjDq2ryFlrzGxAFrwX2jiSFQTBN7VUV3E23AwlB%2BqHoi8znbkddxIm3eLrm%2Bw2l8T228adkmGa2Lnv1A%3D%3D&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
357,ASUS TUF Gaming A17 with 90Whr Battery Ryzen 7 Octa Core AMD R7-4800H - (8 GB/512 GB SSD/Windows 11 Ho...,"₹67,890",/asus-tuf-gaming-a17-90whr-battery-ryzen-7-octa-core-amd-r7-4800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-fa706icb-hx061w-fa706ic-hx036w-laptop/p/itm1d301df445d80?pid=COMGB732ZPGYB2JP&lid=LSTCOMGB732ZPGYB2JPYP6PAL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_358&otracker=search&fm=organic&iid=en_Rpmv%2BEZjDq2ryFlrzGxAFrwX2jiSFQTBN7VUV3E23AxxLNJO52BiX2qKZ6sjRVAbxGL5Jyqj6FT7pZedWa2%2B1Q%3D%3D&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
358,ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 G...,"₹1,79,890",/asus-rog-zephyrus-m16-2022-90whr-battery-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-gu603zm-k8035ws-laptop/p/itmdff133a683799?pid=COMGCRV8B5YDNKKG&lid=LSTCOMGCRV8B5YDNKKGCZ21JP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_359&otracker=search&fm=organic&iid=6b17761a-d6cc-45f1-917c-ecdd3fa2d355.COMGCRV8B5YDNKKG.SEARCH&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
359,DELL Vostro Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light Lap...,"₹32,890",/dell-vostro-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-3405-thin-light-laptop/p/itmc8e55b5e06e94?pid=COMGAD2BEVRGP8J5&lid=LSTCOMGAD2BEVRGP8J5QO7QXZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_360&otracker=search&fm=organic&iid=6b17761a-d6cc-45f1-917c-ecdd3fa2d355.COMGAD2BEVRGP8J5.SEARCH&ppt=None&ppn=None&ssid=o73zzz74n40000001665210931954&qH=c06ea84a1e3dc3c6
360,ASUS Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ522WS Thin and Light La...,"₹47,948",/asus-vivobook-15-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-x515ea-ej522ws-thin-light-laptop/p/itm85cfbc3a2e8a7?pid=COMGDRNRY8YB3KEG&lid=LSTCOMGDRNRY8YB3KEGKLPJN1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_361&otracker=search&fm=organic&iid=en_OdEAH4h7yfwkuur5wsQZ1Be0QnR877d5XaT7GMANz4oZqc7txeL%2BA%2FcQahBYlbS5SmJU09tuszBYJjTtnaFzxg%3D%3D&ppt=None&ppn=None&ssid=tb7xm5829c0000001665210932991&qH=c06ea84a1e3dc3c6
361,ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 G...,"₹89,878",/asus-tuf-gaming-a15-90whr-battery-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-fa506qm-hn008w-laptop/p/itmcc4c1c0d500ac?pid=COMGGYY3RQKKKVKS&lid=LSTCOMGGYY3RQKKKVKSDEEJ3S&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_362&otracker=search&fm=organic&iid=en_OdEAH4h7yfwkuur5wsQZ1Be0QnR877d5XaT7GMANz4oq6PwjvJl3pdrIAJD1uWKj880lfiuwTg3F3gMgDtr77Q%3D%3D&ppt=None&ppn=None&ssid=tb7xm5829c0000001665210932991&qH=c06ea84a1e3dc3c6
